erp_sale_id,erp_vehicle_id,sale_date,sale_price,original_cost,sale_channel,buyer_type,days_on_market,profit_margin,dealer_discount,sales_person,finance_option,erp_last_updated
ERP_SAL000173,ERP_VH000173,2024-08-04,123028,150169,Dealer Network,Dealer,7,-0.181,0.07,Sonia Keller,Cash,2024-10-21 08:33
ERP_SAL000174,ERP_VH000174,2024-06-16,388770,429526,Online Auction,Dealer,10,-0.095,0.01,William Adams,Cash,2025-05-03 14:48
ERP_SAL000175,ERP_VH000175,2023-09-09,650844,709353,Retail Showroom,Fleet Buyer,27,-0.082,0.04,Amanda Howe,In-House Finance,2024-08-03 05:31
ERP_SAL000176,ERP_VH000176,2023-03-23,272042,252762,Dealer Network,Private,44,0.076,0.01,James Johnson,Bank Finance,2024-07-18 06:50
ERP_SAL000177,ERP_VH000177,2023-02-06,343853,387972,Dealer Network,Fleet Buyer,18,-0.114,0.1,Timothy Rivera,Bank Finance,2025-02-05 12:49
ERP_SAL000178,ERP_VH000178,2024-06-06,307970,324705,Dealer Network,Private,45,-0.052,0.08,Ms. Natasha Glover,Cash,2025-03-07 03:53
ERP_SAL000179,ERP_VH000179,2022-09-21,585901,520367,Online Auction,Private,22,0.126,0.02,Emma Rodriguez,In-House Finance,2025-03-19 03:05
ERP_SAL000180,ERP_VH000180,2022-09-26,267343,252726,Dealer Network,Dealer,59,0.058,0.03,Ryan Perez,In-House Finance,2025-01-31 05:17
ERP_SAL000181,ERP_VH000181,2024-08-07,441839,456260,Online Auction,Fleet Buyer,54,-0.032,0.04,Heidi Poole,Bank Finance,2024-08-12 04:49
ERP_SAL000182,ERP_VH000182,2023-10-19,265505,313145,Online Auction,Private,76,-0.152,0.09,Jennifer Lopez,Bank Finance,2024-08-28 20:00
ERP_SAL000183,ERP_VH000183,2024-09-13,192753,194505,Dealer Network,Fleet Buyer,44,-0.009,0.04,Kelsey Braun,Cash,2025-06-05 08:58
ERP_SAL000184,ERP_VH000184,2022-12-25,417201,481253,Retail Showroom,Fleet Buyer,75,-0.133,0.08,Paula Murray,Bank Finance,2024-12-10 13:30
ERP_SAL000185,ERP_VH000185,2024-05-28,301721,367854,Dealer Network,Fleet Buyer,32,-0.18,0.02,Christina Graham,In-House Finance,2025-05-20 21:20
ERP_SAL000186,ERP_VH000186,2025-03-11,268577,283340,Online Auction,Private,82,-0.052,0.09,Deborah Reyes,Bank Finance,2025-01-05 11:54
ERP_SAL000187,ERP_VH000187,2023-10-04,567928,687115,Dealer Network,Private,82,-0.173,0.01,Taylor Martin,Cash,2024-12-25 16:40
ERP_SAL000188,ERP_VH000188,2024-01-24,414675,495278,Online Auction,Private,70,-0.163,0.01,Maurice Pierce,Cash,2025-05-29 01:58
ERP_SAL000189,ERP_VH000189,2022-07-13,356309,365825,Dealer Network,Fleet Buyer,64,-0.026,0.01,Jonathan Leon,Cash,2025-05-24 06:52
ERP_SAL000190,ERP_VH000190,2023-12-10,300878,365799,Dealer Network,Fleet Buyer,55,-0.177,0.05,Stacey Martin,Cash,2024-10-05 19:16
ERP_SAL000191,ERP_VH000191,2024-10-01,395835,416275,Online Auction,Private,29,-0.049,0.09,Juan Nielsen,Bank Finance,2025-06-25 03:00
ERP_SAL000192,ERP_VH000192,2023-04-25,727772,797759,Online Auction,Private,87,-0.088,0.01,Wayne Ward,Bank Finance,2025-01-31 18:25
ERP_SAL000193,ERP_VH000193,2024-03-12,334362,349776,Online Auction,Private,78,-0.044,0.01,Brittany Freeman,In-House Finance,2024-12-29 02:44
ERP_SAL000194,ERP_VH000194,2024-04-12,802197,709304,Online Auction,Private,13,0.131,0.04,Kimberly Berger,Cash,2024-07-22 06:55
ERP_SAL000195,ERP_VH000195,2024-09-06,660892,566510,Dealer Network,Fleet Buyer,76,0.167,0.07,David Johnson,In-House Finance,2025-04-29 02:21
ERP_SAL000196,ERP_VH000196,2023-10-29,555136,520425,Online Auction,Fleet Buyer,90,0.067,0.02,Michael Campbell,Cash,2024-07-29 20:18
ERP_SAL000197,ERP_VH000197,2024-01-28,468469,497862,Online Auction,Fleet Buyer,67,-0.059,0.01,Kelly Gregory,Bank Finance,2025-04-06 20:39
ERP_SAL000198,ERP_VH000198,2023-11-28,550468,634978,Retail Showroom,Dealer,80,-0.133,0.07,Craig Hill,Cash,2025-06-08 16:40
ERP_SAL000199,ERP_VH000199,2024-01-17,442725,370418,Dealer Network,Fleet Buyer,14,0.195,0.02,Bryan Hardin,Bank Finance,2025-01-12 02:44
ERP_SAL000200,ERP_VH000200,2025-03-28,261306,278814,Dealer Network,Dealer,67,-0.063,0.02,Jessica Dean,Cash,2024-12-16 21:29
ERP_SAL000201,ERP_VH000201,2023-09-02,237803,274602,Retail Showroom,Private,10,-0.134,0.07,Peter Ramos,Cash,2024-12-08 07:07
ERP_SAL000202,ERP_VH000202,2023-10-20,182539,212482,Online Auction,Fleet Buyer,37,-0.141,0.04,Dawn Dunn,Cash,2024-08-01 10:52
ERP_SAL000203,ERP_VH000203,2024-02-17,641730,591263,Online Auction,Dealer,57,0.085,0.08,David Hernandez,Bank Finance,2024-08-04 06:36
ERP_SAL000204,ERP_VH000204,2025-06-04,368925,312978,Retail Showroom,Fleet Buyer,77,0.179,0.07,Matthew Alexander,Bank Finance,2024-12-10 16:48
ERP_SAL000205,ERP_VH000205,2023-02-28,321447,292010,Dealer Network,Fleet Buyer,86,0.101,0.01,Oscar Porter,Bank Finance,2025-03-29 20:56
ERP_SAL000206,ERP_VH000206,2023-12-13,451669,426544,Online Auction,Fleet Buyer,76,0.059,0.07,Andrew Turner,Bank Finance,2025-02-21 22:30
ERP_SAL000207,ERP_VH000207,2024-06-19,433539,530839,Online Auction,Private,72,-0.183,0.08,Dylan Young,Bank Finance,2025-01-20 01:15
ERP_SAL000208,ERP_VH000208,2024-12-20,213159,214265,Online Auction,Private,88,-0.005,0.01,James Jenkins,Bank Finance,2024-10-19 00:06
ERP_SAL000209,ERP_VH000209,2023-04-25,621495,768980,Online Auction,Fleet Buyer,78,-0.192,0.08,Connie Myers,Bank Finance,2025-04-02 19:36
ERP_SAL000210,ERP_VH000210,2024-10-31,705352,611569,Dealer Network,Private,72,0.153,0.02,Lori Bentley,Cash,2025-03-21 05:30
ERP_SAL000211,ERP_VH000211,2022-11-19,598068,697423,Dealer Network,Fleet Buyer,7,-0.142,0.09,Joseph Jones,Bank Finance,2024-09-18 14:35
ERP_SAL000212,ERP_VH000212,2022-07-29,359535,318032,Retail Showroom,Fleet Buyer,90,0.13,0.03,Debra Saunders,Bank Finance,2025-06-11 08:17
ERP_SAL000213,ERP_VH000213,2024-11-01,214412,267175,Online Auction,Private,20,-0.197,0.01,James Hernandez,Cash,2024-08-06 04:50
ERP_SAL000214,ERP_VH000214,2024-05-28,755995,658177,Online Auction,Private,52,0.149,0.03,Scott Webb,Cash,2024-09-28 10:38
ERP_SAL000215,ERP_VH000215,2024-09-25,247605,242876,Online Auction,Private,87,0.019,0.08,Christopher Smith,In-House Finance,2024-12-26 07:03
ERP_SAL000216,ERP_VH000216,2025-05-01,538684,586536,Dealer Network,Dealer,22,-0.082,0.07,Thomas Reed,Cash,2024-10-23 04:09
ERP_SAL000217,ERP_VH000217,2024-01-06,393025,394869,Dealer Network,Fleet Buyer,7,-0.005,0.06,Patricia Scott,Bank Finance,2024-10-12 17:22
ERP_SAL000218,ERP_VH000218,2023-10-24,242158,231588,Dealer Network,Private,52,0.046,0.02,Jon Simon,Cash,2024-09-24 06:29
ERP_SAL000219,ERP_VH000219,2022-11-26,567206,533228,Dealer Network,Private,30,0.064,0.06,Carolyn Bennett,Bank Finance,2025-06-30 03:44
ERP_SAL000220,ERP_VH000220,2023-04-04,477511,587038,Online Auction,Private,52,-0.187,0.09,Carla Hughes,Bank Finance,2025-06-10 23:01
ERP_SAL000221,ERP_VH000221,2024-05-05,671273,585724,Dealer Network,Private,58,0.146,0.06,Maurice Blake,Bank Finance,2024-08-15 02:36
ERP_SAL000222,ERP_VH000222,2023-11-09,537422,463249,Online Auction,Private,35,0.16,0.04,Briana Juarez,In-House Finance,2025-01-24 23:18
ERP_SAL000223,ERP_VH000223,2024-07-11,725880,622107,Dealer Network,Private,17,0.167,0.07,Frances Moore,Bank Finance,2025-04-21 19:22
ERP_SAL000224,ERP_VH000224,2025-05-18,354490,382644,Online Auction,Private,82,-0.074,0.02,Christine Reyes,Bank Finance,2025-06-20 09:20
ERP_SAL000225,ERP_VH000225,2025-06-16,251032,276269,Online Auction,Fleet Buyer,71,-0.091,0.09,Daniel Garcia,Cash,2024-09-03 14:56
ERP_SAL000226,ERP_VH000226,2023-05-04,881386,792658,Retail Showroom,Fleet Buyer,90,0.112,0.07,Matthew Wilson,Bank Finance,2024-07-24 06:24
ERP_SAL000227,ERP_VH000227,2022-08-16,538540,650427,Dealer Network,Fleet Buyer,73,-0.172,0.02,Kenneth Thornton,In-House Finance,2024-09-04 08:16
ERP_SAL000228,ERP_VH000228,2025-03-25,422119,408088,Online Auction,Private,85,0.034,0.02,Patrick Bush Jr.,In-House Finance,2025-03-02 02:11
ERP_SAL000229,ERP_VH000229,2022-10-25,233514,274104,Dealer Network,Dealer,85,-0.148,0.02,Paige Stuart,Cash,2025-02-20 16:46
ERP_SAL000230,ERP_VH000230,2024-08-09,540753,451804,Online Auction,Fleet Buyer,71,0.197,0.05,Ryan Delgado,Bank Finance,2025-01-13 08:04
ERP_SAL000231,ERP_VH000231,2022-12-02,938955,797233,Dealer Network,Fleet Buyer,65,0.178,0.02,Christine Garrison,Cash,2024-10-11 10:42
ERP_SAL000232,ERP_VH000232,2023-05-14,385368,352639,Online Auction,Fleet Buyer,55,0.093,0.06,George Johnson,In-House Finance,2025-05-17 00:02
ERP_SAL000233,ERP_VH000233,2025-04-09,607973,723330,Online Auction,Private,52,-0.159,0.09,Cory Solomon,Bank Finance,2025-05-19 06:06
ERP_SAL000234,ERP_VH000234,2023-03-06,378579,473095,Dealer Network,Fleet Buyer,63,-0.2,0.02,William Alvarez,Cash,2024-07-17 20:29
ERP_SAL000235,ERP_VH000235,2022-11-17,349517,311034,Online Auction,Private,43,0.124,0.02,Wesley Brown,Bank Finance,2024-09-27 21:29
ERP_SAL000236,ERP_VH000236,2023-06-26,214334,181259,Dealer Network,Private,75,0.182,0.09,Sabrina Golden,Bank Finance,2024-10-24 04:32
ERP_SAL000237,ERP_VH000237,2022-11-30,163627,159564,Online Auction,Fleet Buyer,72,0.025,0.09,Nichole West,Bank Finance,2025-07-02 05:05
ERP_SAL000238,ERP_VH000238,2023-11-26,470984,480502,Online Auction,Private,87,-0.02,0.05,Emily Berry,Cash,2024-10-21 03:30
ERP_SAL000239,ERP_VH000239,2024-12-24,477800,528611,Online Auction,Private,33,-0.096,0.05,Ashley White,In-House Finance,2024-08-31 15:57
ERP_SAL000240,ERP_VH000240,2023-03-24,382269,328183,Dealer Network,Private,64,0.165,0.04,Sonya Sullivan,Bank Finance,2024-11-17 07:57
ERP_SAL000241,ERP_VH000241,2023-07-26,310537,366979,Online Auction,Fleet Buyer,72,-0.154,0.02,Teresa Johnson,Bank Finance,2025-01-27 00:28
ERP_SAL000242,ERP_VH000242,2023-04-29,341170,403447,Online Auction,Private,71,-0.154,0.01,Sharon Welch,Bank Finance,2025-01-14 03:23
ERP_SAL000243,ERP_VH000243,2024-08-30,645226,608637,Online Auction,Fleet Buyer,70,0.06,0.0,George Velez,Bank Finance,2024-07-06 19:10
ERP_SAL000244,ERP_VH000244,2024-06-19,670169,780535,Online Auction,Private,55,-0.141,0.03,Jennifer Russell,In-House Finance,2024-09-19 02:49
ERP_SAL000245,ERP_VH000245,2023-03-08,520329,586882,Retail Showroom,Fleet Buyer,55,-0.113,0.04,Kristen Phillips,In-House Finance,2025-05-16 07:14
ERP_SAL000246,ERP_VH000246,2024-03-14,660705,784052,Retail Showroom,Private,66,-0.157,0.01,Amanda Smith,Bank Finance,2025-03-04 11:53
ERP_SAL000247,ERP_VH000247,2025-06-24,474336,503873,Retail Showroom,Private,31,-0.059,0.07,Brian Franklin,Bank Finance,2024-07-24 08:24
ERP_SAL000248,ERP_VH000248,2023-03-30,292082,323189,Online Auction,Fleet Buyer,72,-0.096,0.06,Angela Clark,Bank Finance,2024-08-18 06:19
ERP_SAL000249,ERP_VH000249,2023-03-12,283081,309874,Online Auction,Private,67,-0.086,0.01,Kimberly Riley,Bank Finance,2025-02-02 01:36
ERP_SAL000250,ERP_VH000250,2023-04-07,305299,350186,Online Auction,Fleet Buyer,64,-0.128,0.02,Carmen Bates,Bank Finance,2024-08-24 12:54
ERP_SAL000251,ERP_VH000251,2024-02-03,764756,721284,Dealer Network,Fleet Buyer,73,0.06,0.1,Keith Martinez,Bank Finance,2025-02-02 02:17
ERP_SAL000252,ERP_VH000252,2025-03-29,774046,708004,Online Auction,Private,88,0.093,0.01,Richard Stevenson,Bank Finance,2024-09-07 05:26
ERP_SAL000253,ERP_VH000253,2023-10-27,762895,648617,Online Auction,Fleet Buyer,9,0.176,0.09,Kayla Maldonado,Cash,2024-12-20 15:18
ERP_SAL000254,ERP_VH000254,2023-05-18,288170,335728,Dealer Network,Fleet Buyer,88,-0.142,0.02,Christopher Livingston,In-House Finance,2024-10-30 12:36
ERP_SAL000255,ERP_VH000255,2023-05-13,412210,391648,Dealer Network,Fleet Buyer,16,0.053,0.05,Angela Hudson,Bank Finance,2025-05-19 07:57
ERP_SAL000256,ERP_VH000256,2024-11-03,283180,250162,Online Auction,Fleet Buyer,39,0.132,0.02,Dr. Cory Wood,Cash,2024-10-28 17:42
ERP_SAL000257,ERP_VH000257,2025-02-18,568311,638200,Online Auction,Fleet Buyer,34,-0.11,0.04,Marcus Chavez,Bank Finance,2024-07-27 12:19
ERP_SAL000258,ERP_VH000258,2023-12-03,303786,341019,Dealer Network,Private,45,-0.109,0.08,Jerry Robles,Cash,2024-07-15 03:35
ERP_SAL000259,ERP_VH000259,2024-03-13,521718,627448,Dealer Network,Fleet Buyer,14,-0.169,0.1,Leslie Jones,In-House Finance,2024-08-29 04:27
ERP_SAL000260,ERP_VH000260,2025-03-26,199195,178066,Retail Showroom,Private,72,0.119,0.04,Brenda Juarez,Bank Finance,2025-05-25 11:49
ERP_SAL000261,ERP_VH000261,2024-12-30,697823,734453,Online Auction,Private,70,-0.05,0.01,Ronnie Morrison,Bank Finance,2024-11-16 20:31
ERP_SAL000262,ERP_VH000262,2023-05-21,560294,653792,Online Auction,Fleet Buyer,8,-0.143,0.1,Kelli Walker,Cash,2024-09-14 01:33
ERP_SAL000263,ERP_VH000263,2025-05-13,428176,432839,Dealer Network,Fleet Buyer,40,-0.011,0.07,Elizabeth Curry,Cash,2025-01-14 08:12
ERP_SAL000264,ERP_VH000264,2025-02-15,848412,744842,Online Auction,Dealer,21,0.139,0.1,Joseph Young,Bank Finance,2025-02-12 02:19
ERP_SAL000265,ERP_VH000265,2023-02-02,696919,686041,Retail Showroom,Fleet Buyer,58,0.016,0.05,Laura Shannon,Bank Finance,2025-04-01 02:50
ERP_SAL000266,ERP_VH000266,2022-10-14,760488,756947,Retail Showroom,Private,85,0.005,0.0,Jose Baker,Cash,2025-01-03 18:59
ERP_SAL000267,ERP_VH000267,2025-04-11,733670,699798,Online Auction,Private,46,0.048,0.01,Danielle Davis,Bank Finance,2025-06-12 22:39
ERP_SAL000268,ERP_VH000268,2024-11-27,180816,196394,Dealer Network,Dealer,9,-0.079,0.07,Chad Thompson,Cash,2025-01-29 08:08
ERP_SAL000269,ERP_VH000269,2023-11-23,538249,652696,Dealer Network,Fleet Buyer,49,-0.175,0.01,Jessica Hall,Bank Finance,2024-09-24 23:18
ERP_SAL000270,ERP_VH000270,2025-03-20,521488,616413,Online Auction,Fleet Buyer,59,-0.154,0.07,Michael Gomez,Bank Finance,2025-04-22 14:58
ERP_SAL000271,ERP_VH000271,2023-08-22,159522,166778,Dealer Network,Fleet Buyer,86,-0.044,0.09,Andrea Anderson,Cash,2025-05-21 06:06
ERP_SAL000272,ERP_VH000272,2024-06-04,744321,650921,Dealer Network,Private,31,0.143,0.08,Bryan Harris,Bank Finance,2024-12-31 06:55
ERP_SAL000273,ERP_VH000273,2025-04-22,187639,159400,Retail Showroom,Fleet Buyer,52,0.177,0.1,Craig Gordon,In-House Finance,2025-04-25 09:19
ERP_SAL000274,ERP_VH000274,2024-05-09,217906,231290,Dealer Network,Fleet Buyer,28,-0.058,0.1,Jean Bradshaw,Bank Finance,2024-08-14 16:40
ERP_SAL000275,ERP_VH000275,2024-06-02,149363,159711,Online Auction,Private,75,-0.065,0.09,Michelle Smith,Bank Finance,2024-07-28 08:26
ERP_SAL000276,ERP_VH000276,2025-02-20,254428,214353,Retail Showroom,Fleet Buyer,87,0.187,0.1,Deborah Copeland,Bank Finance,2024-08-06 13:18
ERP_SAL000277,ERP_VH000277,2024-12-28,460798,453109,Online Auction,Dealer,22,0.017,0.0,Thomas Mosley,Bank Finance,2024-07-17 11:31
ERP_SAL000278,ERP_VH000278,2024-08-16,445821,524544,Online Auction,Private,80,-0.15,0.03,Shelby Johnson,Cash,2024-08-03 02:41
ERP_SAL000279,ERP_VH000279,2023-09-04,490288,424883,Dealer Network,Fleet Buyer,48,0.154,0.03,Jason Williams,Bank Finance,2025-05-17 20:37
ERP_SAL000280,ERP_VH000280,2025-03-31,557732,528585,Online Auction,Dealer,31,0.055,0.09,Cheryl York,Bank Finance,2025-05-02 09:21
ERP_SAL000281,ERP_VH000281,2024-09-23,705363,682144,Retail Showroom,Fleet Buyer,85,0.034,0.05,Frederick Fowler DDS,Bank Finance,2024-10-28 21:23
ERP_SAL000282,ERP_VH000282,2024-06-19,597983,711028,Online Auction,Private,64,-0.159,0.07,Amanda Holt,In-House Finance,2025-06-30 01:54
ERP_SAL000283,ERP_VH000283,2023-10-16,801290,790860,Dealer Network,Private,37,0.013,0.02,Christian Hull,Bank Finance,2025-01-19 19:34
ERP_SAL000284,ERP_VH000284,2025-02-13,472333,482902,Online Auction,Fleet Buyer,15,-0.022,0.03,Kathleen Lucero,Bank Finance,2025-03-12 16:30
ERP_SAL000285,ERP_VH000285,2022-11-14,410186,342295,Dealer Network,Private,44,0.198,0.09,Jordan Stephens,In-House Finance,2025-03-19 00:19
ERP_SAL000286,ERP_VH000286,2022-09-23,498092,609164,Retail Showroom,Dealer,13,-0.182,0.02,Kristen Brown,Cash,2024-10-12 14:24
ERP_SAL000287,ERP_VH000287,2024-05-16,764173,664312,Retail Showroom,Private,53,0.15,0.03,Gary Murray,Bank Finance,2025-04-20 17:25
ERP_SAL000288,ERP_VH000288,2022-12-20,882271,744768,Dealer Network,Private,32,0.185,0.09,Kenneth Norton,Bank Finance,2024-07-10 09:02
ERP_SAL000289,ERP_VH000289,2025-03-03,509872,603884,Online Auction,Fleet Buyer,69,-0.156,0.06,Kimberly Cook,Bank Finance,2024-07-20 04:22
ERP_SAL000290,ERP_VH000290,2022-11-06,891626,780674,Dealer Network,Private,26,0.142,0.06,Tyler Ruiz,Bank Finance,2024-09-07 00:01
ERP_SAL000291,ERP_VH000291,2025-01-13,688218,582716,Dealer Network,Fleet Buyer,27,0.181,0.09,Jose Reyes,Bank Finance,2025-04-15 15:12
ERP_SAL000292,ERP_VH000292,2025-04-21,661296,703225,Online Auction,Private,82,-0.06,0.07,Zachary Golden,Bank Finance,2025-02-22 11:56
ERP_SAL000293,ERP_VH000293,2025-03-31,600633,706731,Retail Showroom,Private,28,-0.15,0.09,Sarah Hudson,Bank Finance,2025-03-16 19:28
ERP_SAL000294,ERP_VH000294,2023-01-25,830039,785494,Online Auction,Private,69,0.057,0.03,Chelsea Blair,Cash,2025-02-18 01:10
ERP_SAL000295,ERP_VH000295,2022-11-13,223272,205905,Dealer Network,Fleet Buyer,65,0.084,0.03,Kristina Valenzuela,Bank Finance,2024-08-21 01:23
ERP_SAL000296,ERP_VH000296,2024-09-07,629666,592089,Online Auction,Private,76,0.063,0.08,Thomas Bailey,Cash,2025-02-17 12:50
ERP_SAL000297,ERP_VH000297,2023-07-13,375185,432262,Online Auction,Private,89,-0.132,0.06,Anthony Wright,Bank Finance,2025-06-23 17:38
ERP_SAL000298,ERP_VH000298,2024-10-17,575714,532872,Retail Showroom,Dealer,14,0.08,0.08,Victor Hanson,Bank Finance,2025-02-01 16:56
ERP_SAL000299,ERP_VH000299,2023-11-03,779459,725488,Online Auction,Private,86,0.074,0.05,Elizabeth Hill,Bank Finance,2024-09-05 18:11
ERP_SAL000300,ERP_VH000300,2023-03-08,503218,460469,Online Auction,Fleet Buyer,22,0.093,0.06,Emily Contreras,Bank Finance,2025-07-05 13:44
ERP_SAL000301,ERP_VH000301,2023-11-06,359149,353074,Online Auction,Private,66,0.017,0.0,Rhonda Liu,Cash,2025-04-04 20:35
ERP_SAL000302,ERP_VH000302,2024-12-27,427105,449362,Online Auction,Fleet Buyer,14,-0.05,0.0,Jean Ortiz,Cash,2024-10-26 21:20
ERP_SAL000303,ERP_VH000303,2023-02-20,598927,641771,Dealer Network,Private,75,-0.067,0.02,Jason Malone,Bank Finance,2024-11-20 13:59
ERP_SAL000304,ERP_VH000304,2023-10-07,149436,178229,Retail Showroom,Private,48,-0.162,0.1,Bryan Villarreal,Cash,2025-06-11 05:32
ERP_SAL000305,ERP_VH000305,2025-04-13,857134,792628,Retail Showroom,Private,53,0.081,0.04,Jonathon Bray,Bank Finance,2024-10-18 23:32
ERP_SAL000306,ERP_VH000306,2024-04-03,283281,327785,Online Auction,Private,40,-0.136,0.02,Brandon Johnson,Bank Finance,2024-07-30 11:15
ERP_SAL000307,ERP_VH000307,2022-09-21,192400,207906,Retail Showroom,Private,62,-0.075,0.07,Michelle Hernandez,Bank Finance,2025-04-27 19:58
ERP_SAL000308,ERP_VH000308,2024-06-20,568412,680331,Dealer Network,Fleet Buyer,75,-0.165,0.0,Michael Daniel,Bank Finance,2024-12-19 00:16
ERP_SAL000309,ERP_VH000309,2022-11-14,182371,158143,Retail Showroom,Private,36,0.153,0.01,Patrick Hill,In-House Finance,2025-03-28 02:32
ERP_SAL000310,ERP_VH000310,2022-08-14,209858,181416,Dealer Network,Private,33,0.157,0.03,Mark Bradley,Bank Finance,2024-11-28 21:26
ERP_SAL000311,ERP_VH000311,2023-11-17,282564,324723,Dealer Network,Private,46,-0.13,0.01,Miranda Rogers,Bank Finance,2025-04-05 18:22
ERP_SAL000312,ERP_VH000312,2022-10-21,621597,749778,Online Auction,Private,23,-0.171,0.09,Nicholas Garza,Cash,2025-01-03 01:21
ERP_SAL000313,ERP_VH000313,2024-08-22,353721,315418,Retail Showroom,Fleet Buyer,45,0.121,0.02,Timothy Watkins,Cash,2024-09-04 18:09
ERP_SAL000314,ERP_VH000314,2024-11-26,192008,225499,Retail Showroom,Fleet Buyer,61,-0.149,0.03,Bruce Cruz,Cash,2025-02-23 15:47
ERP_SAL000315,ERP_VH000315,2024-07-23,281105,308154,Dealer Network,Dealer,18,-0.088,0.09,Kimberly Cobb DDS,Bank Finance,2024-12-30 13:19
ERP_SAL000316,ERP_VH000316,2024-07-11,435676,427237,Dealer Network,Fleet Buyer,34,0.02,0.06,Amy White,In-House Finance,2024-10-10 01:57
ERP_SAL000317,ERP_VH000317,2023-05-14,404252,421696,Dealer Network,Fleet Buyer,78,-0.041,0.07,Jacob Smith,Bank Finance,2025-02-21 20:38
ERP_SAL000318,ERP_VH000318,2024-02-03,200869,192702,Retail Showroom,Fleet Buyer,27,0.042,0.04,Michele Roberts,Cash,2025-02-26 00:11
ERP_SAL000319,ERP_VH000319,2024-11-04,619761,597077,Retail Showroom,Fleet Buyer,35,0.038,0.07,Robert Kelley,Bank Finance,2024-11-29 08:47
ERP_SAL000320,ERP_VH000320,2024-03-17,259613,321922,Dealer Network,Fleet Buyer,44,-0.194,0.09,Christie Carey,Bank Finance,2025-05-17 21:00
ERP_SAL000321,ERP_VH000321,2025-02-07,535334,536872,Dealer Network,Fleet Buyer,8,-0.003,0.08,James West,Bank Finance,2024-12-17 05:30
ERP_SAL000322,ERP_VH000322,2023-02-17,752618,761799,Retail Showroom,Private,31,-0.012,0.08,Jacob Barnes,In-House Finance,2024-11-19 01:28
ERP_SAL000323,ERP_VH000323,2022-10-04,747878,628802,Retail Showroom,Fleet Buyer,82,0.189,0.06,Michael King,Cash,2024-08-07 06:34
ERP_SAL000324,ERP_VH000324,2023-07-09,723199,619977,Dealer Network,Private,58,0.166,0.1,Ashley Flores,Bank Finance,2024-11-14 17:39
ERP_SAL000325,ERP_VH000325,2025-02-03,165255,160457,Online Auction,Fleet Buyer,58,0.03,0.07,Brenda Hudson,Cash,2024-10-30 10:31
ERP_SAL000326,ERP_VH000326,2022-12-20,411247,366278,Online Auction,Fleet Buyer,67,0.123,0.03,Lauren Villanueva,Bank Finance,2025-04-05 11:47
ERP_SAL000327,ERP_VH000327,2025-06-30,241809,243756,Online Auction,Dealer,24,-0.008,0.03,Kaitlyn Rodriguez DDS,Bank Finance,2025-04-30 19:34
ERP_SAL000328,ERP_VH000328,2022-07-29,522650,652741,Dealer Network,Fleet Buyer,32,-0.199,0.01,Ashley May,Bank Finance,2025-01-07 15:26
ERP_SAL000329,ERP_VH000329,2024-03-25,198654,176321,Dealer Network,Private,10,0.127,0.01,Tracy Torres,Cash,2024-10-20 00:45
ERP_SAL000330,ERP_VH000330,2022-07-10,649718,757995,Online Auction,Fleet Buyer,10,-0.143,0.05,Charles Williams,In-House Finance,2025-04-03 12:55
ERP_SAL000331,ERP_VH000331,2022-07-18,356208,345422,Retail Showroom,Fleet Buyer,73,0.031,0.01,Bryan Bailey,Bank Finance,2024-07-18 07:44
ERP_SAL000332,ERP_VH000332,2024-06-10,490977,501493,Retail Showroom,Private,28,-0.021,0.07,Stephanie Frazier,Cash,2024-10-30 09:05
ERP_SAL000333,ERP_VH000333,2025-02-21,408099,438829,Online Auction,Fleet Buyer,84,-0.07,0.0,Peter Jones,Bank Finance,2025-06-20 03:24
ERP_SAL000334,ERP_VH000334,2022-11-16,805629,709890,Dealer Network,Fleet Buyer,50,0.135,0.0,Samantha Adams,Bank Finance,2025-01-10 08:10
ERP_SAL000335,ERP_VH000335,2023-07-27,298806,305788,Online Auction,Fleet Buyer,83,-0.023,0.04,Cynthia Hurley,Bank Finance,2025-06-02 07:39
ERP_SAL000336,ERP_VH000336,2022-10-21,659537,726195,Online Auction,Private,68,-0.092,0.06,Jacob Velasquez,Bank Finance,2024-12-31 06:54
